"Month","Longitude","Latitude","Location","Crime.type","Town","Population"
"2015-01","-6.282285","54.354269","Brookdale","VISO","BANBRIDGE","14,634"
"2015-02","-5.936427","54.598350","College Place North","POSW","BELFAST","335,665"
"2015-02","-7.284404","54.972144","Tullymore Road","ASBO","LONDONDERRY","87,269"
"2015-02","-5.930154","54.597254","Donegall Square North","ASBO","BELFAST","335,665"
"2015-01","-6.305646","54.444015","Waringstown Road","VISO","LURGAN","28,568"
"2015-02","-7.351293","54.993907","Creggan Heights","OTTH","LONDONDERRY","87,269"
"2015-01","-6.653933","55.199392","Metropole Roundabout","VISO",NA,NA
"2015-02","-5.942052","54.614457","Cliftonpark Avenue","OTTH","BELFAST","335,665"
"2015-02","-7.319963","54.996961","Shipquay Street","VISO","LONDONDERRY","87,269"
"2015-01","-6.946109","55.053628","Alexander Road","OTTH","LIMAVADY","12,128"
"2015-02","-7.298518","54.539493","Crotty Road","BURG","OMAGH","21,325"
"2015-01","-5.671813","54.659042","Railwayview Street","ASBO","BANGOR","62,789"
"2015-01","-7.312712","55.015290","Culmore Road","CDAR","LONDONDERRY","87,269"
"2015-02","-6.951254","55.043001","Roe Mill Road","ASBO","LIMAVADY","12,128"
"2015-01","-6.672838","54.840887","Largantogher Park","VISO","MAGHERA","3,712"
"2015-01","-5.698962","54.594147","Brewery Lane","OTCR","COOKSTOWN","10,718"
"2015-02","-5.926802","54.598958","Ann Street","SHOP","BELFAST","335,665"
"2015-01","-5.929141","54.608971","North Queen Street","ASBO","BELFAST","335,665"
"2015-02","-5.679730","54.654468","Clandeboye Road","ASBO","BANGOR","62,789"
"2015-02","-6.506863","55.068876","Armour Avenue","ASBO","BALLYMONEY","11,365"
"2015-02","-6.941427","55.041299","Glenmore Gardens","VISO","BALLYMONEY","11,365"
"2015-01","-6.745160","54.646937","Brewery Lane","ASBO","COOKSTOWN","10,718"
"2015-01","-6.241502","54.401894","Ballygunaghan Place","OTCR","DROMORE","5,254"
"2015-01","-5.948459","54.580971","Windsor Avenue","ASBO","NEWTOWNARDS","28,654"
"2015-02","-7.329110","54.993769","Durrow Park","ASBO","LONDONDERRY","87,269"
"2015-02","-5.968609","54.611833","Donaldson Crescent","VISO","BELFAST","335,665"
"2015-02","-7.244990","54.561809","Camowen Road","CDAR","OMAGH","21,325"
"2015-01","-5.865693","54.595047","Upper Newtownards Road","VISO","BELFAST","335,665"
"2015-01","-6.018179","54.556337","Aspen Park","VISO","DUNMURRY",NA
"2015-02","-6.468333","54.273093","Neills Villas","ASBO","ARMAGH","175,621"
"2015-02","-5.660342","54.654481","Demesne Avenue","VISO","BANGOR","62,789"
"2015-02","-6.425104","54.431481","Lurgan Road","ASBO","PORTADOWN","22,611"
"2015-01","-5.920257","54.649898","Newton Gardens","VISO","NEWTOWNABBEY","118,261"
"2015-02","-7.351293","54.993907","Creggan Heights","OTTH","LONDONDERRY","87,269"
"2015-02","-6.335317","54.463484","Church Place","VISO","LURGAN","28,568"
"2015-01","-5.964602","54.680590","Glenvarna Walk","VECR","NEWTOWNABBEY","118,261"
"2015-02","-5.940314","54.633538","Slievemoyne Park","ASBO","BELFAST","335,665"
"2015-01","-6.667463","55.129059","Chapel Square","POSW","COLERAINE","24,694"
"2015-01","-6.048656","54.552619","Mount Eagles Park","ASBO","DUNMURRY",NA
"2015-02","-7.327125","54.997504","Abbey Park","VISO","LONDONDERRY","87,269"
"2015-01","-7.309647","54.988046","Top Of The Hill","CDAR","LONDONDERRY","87,269"
"2015-02","-5.934622","54.595794","Howard Street","ASBO","BELFAST","335,665"
"2015-02","-5.949134","54.616769","Oldpark Avenue","OTCR","BELFAST","335,665"
"2015-02","-6.099040","54.505577","Lissue Walk","OTTH","LISBURN","121,654"
"2015-02","-6.390876","54.444471","Parkmore","SHOP","CRAIGAVON","17,213"
"2015-01","-5.936409","54.610632","Kinnaird Street","CDAR","BELFAST","335,665"
"2015-02","-6.263417","54.345742","Old Bleach Green","BURG","BANBRIDGE","14,634"
"2015-01","-5.636631","54.663024","Ashley Drive","VISO","BELFAST","335,665"
"2015-02","-5.934090","54.625849","Somerton Court","ASBO","BELFAST","335,665"
"2015-02","-6.648479","55.136432","Quickthorn Place","ASBO","COLERAINE","24,694"
"2015-02","-5.944395","54.632457","Henderson Avenue","ASBO","BELFAST","335,665"
"2015-02","-6.653563","54.347367","Scotch Street","OTTH","DUNGANNON","15,987"
"2015-01","-6.270928","54.342301","Edenvale Avenue","VISO","CARRICKFERGUS","28,653"
"2015-01","-6.273489","54.426058","Milltown Road","ASBO","ANTRIM","21,896"
"2015-02","-5.930439","54.592551","Bankmore Street","ASBO","BELFAST","335,665"
"2015-01","-5.923333","54.584414","Fitzwilliam Square","BURG","BELFAST","335,665"
"2015-01","-7.339090","54.993994","Iniscarn Crescent","VISO","LONDONDERRY","87,269"
"2015-02","-5.848407","54.593905","Cabin Hill Gardens","VECR","BELFAST","335,665"
"2015-01","-5.866017","54.578789","Castleview Court","ASBO","OMAGH","21,325"
"2015-02","-5.984601","54.565459","Orchardville Crescent","ASBO","BELFAST","335,665"
"2015-02","-6.027733","54.516618","East Down View","CDAR","LISBURN","121,654"
"2015-02","-6.653470","54.348795","Upper English Street","CDAR","ARMAGH","175,621"
"2015-02","-7.297439","54.610338","Belvoir Park","ASBO","LISBURN","121,654"
"2015-02","-5.703792","54.587248","Ardmillan Crescent","ASBO","NEWTOWNARDS","28,654"
"2015-01","-5.978145","54.596853","Sliabh Dubh View","OTCR","BELFAST","335,665"
"2015-01","-5.921771","54.599590","Ann Street","ASBO","BELFAST","335,665"
"2015-02","-5.800253","54.722920","Taylors Avenue","ASBO","CARRICKFERGUS","28,653"
"2015-01","-5.836774","54.858927","Knockdhu Park","ASBO","BELFAST","335,665"
"2015-02","-5.455870","54.493118","Harbour Road","ASBO","KILKEEL","69,258"
"2015-01","-5.897426","54.594524","Templemore Street","OTTH","BELFAST","335,665"
"2015-02","-5.903385","54.575516","Hughes Court","ASBO","BELFAST","335,665"
"2015-01","-5.638213","54.648058","Cloverhill Park","ASBO","COLERAINE","24,694"
"2015-02","-6.354936","54.141093","Park View","CDAR","NEWRY","27,234"
"2015-01","-7.276541","54.967436","Rushall Road","ASBO","LONDONDERRY","87,269"
"2015-01","-6.674368","54.352198","Legar Hill Park","CDAR","ARMAGH","175,621"
"2015-01","-6.037755","54.560412","Ardcaoin View","DRUG","DUNMURRY",NA
"2015-01","-5.862815","54.611295","Marmont Crescent","OTTH","BELFAST","335,665"
"2015-01","-6.028937","54.551553","Lagmore Grove","DRUG","DUNMURRY",NA
"2015-01","-5.875501","54.599550","Dundela Avenue","VECR","BELFAST","335,665"
"2015-02","-6.462426","54.749742","Carlane Crescent","ASBO","TOOME","911"
"2015-02","-7.663241","54.529866","Grove Heights","VISO","EDERNEY","558"
"2015-02","-5.935589","54.606961","Clifton Street","VISO","BELFAST","335,665"
"2015-02","-6.028517","54.554503","Altan Walk","ASBO","DUNMURRY",NA
"2015-01","-5.863774","54.843754","Old Mill Heights","ASBO","HILLSBOROUGH","3,487"
"2015-01","-5.895733","54.551447","Rossdale Park","OTTH","BELFAST","335,665"
"2015-02","-6.047925","54.541708","Milltown Gardens","ASBO","LISBURN","121,654"
"2015-02","-7.443691","54.253538","Main Street","VISO","BALLYMONEY","11,365"
"2015-01","-6.667095","54.842756","Ash Drive","ROBY","MAGHERA","3,712"
"2015-02","-6.559252","54.758352","Annaghmore Road","VISO","CASTLEDAWSON","3,369"
"2015-01","-5.772998","54.729656","Edenvale Avenue","OTTH","CARRICKFERGUS","28,653"
"2015-02","-5.673302","54.637335","Enterprise Road","DRUG","BANGOR","62,789"
"2015-02","-6.228402","54.180008","Lisbane Park","BURG","NEWTOWNARDS","28,654"
"2015-01","-7.346697","54.989275","Rathlin Drive","ASBO","BALLYMENA","30,265"
"2015-01","-5.928176","54.655973","Longlands Walk","VISO","NEWTOWNABBEY","118,261"
"2015-02","-5.937639","54.584479","Elmwood Avenue","ASBO","BELFAST","335,665"
"2015-02","-5.987678","54.679277","Rogan Manor","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-6.520227","55.058394","Cambourne Crescent","ASBO","NEWTOWNARDS","28,654"
"2015-01","-5.908824","54.583167","Ardenlee Avenue","CDAR","BELFAST","335,665"
"2015-02","-5.624636","54.664838","Millicent Park","VISO","BANGOR","62,789"
"2015-02","-6.658773","55.198368","West Strand Avenue","VISO","PORTRUSH","6,621"
"2015-01","-5.894299","54.591559","Beersbridge Road","ASBO","BELFAST","335,665"
"2015-02","-5.913227","54.603864","Queens Road","VISO","BELFAST","335,665"
"2015-02","-5.928635","54.592727","Ormeau Avenue","OTTH","BELFAST","335,665"
"2015-01","-5.851477","54.620214","Richmond Avenue","OTTH","HOLYWOOD","12,657"
"2015-02","-6.022182","54.549008","Summerhill Gardens","BURG","DUNMURRY",NA
"2015-01","-5.913227","54.603864","Queens Road","VISO","BELFAST","335,665"
"2015-01","-6.278223","54.865264","Mill Street","OTTH","NEWTOWNSTEWART","1,524"
"2015-02","-6.016481","54.058032","Grahamville Estate","VISO","KILKEEL","69,258"
"2015-02","-6.052099","54.511829","Ridgeway Street","SHOP","BELFAST","335,665"
"2015-02","-6.397765","54.445299","Carnreagh","PUBO","HILLSBOROUGH","3,487"
"2015-01","-5.696646","54.600078","Glenard Road","VISO","NEWTOWNARDS","28,654"
"2015-02","-6.244744","54.110245","Dallan Hill","ASBO","WARRENPOINT","7,651"
"2015-01","-5.954394","54.613462","Ardilea Street","ASBO","BELFAST","335,665"
"2015-01","-5.926802","54.598958","Ann Street","VISO","BELFAST","335,665"
"2015-01","-7.322045","55.032850","Glencaw Park","ASBO","LONDONDERRY","87,269"
"2015-02","-5.888619","54.213985","Bryansford Avenue","VISO","NEWCASTLE","7,524"
"2015-01","-5.935482","54.617013","Atlantic Avenue","BURG","BELFAST","335,665"
"2015-01","-6.944752","55.139682","Seacoast Road","ASBO","LIMAVADY","12,128"
"2015-01","-5.953249","54.577062","Rathcool Street","VISO","BELFAST","335,665"
"2015-01","-6.030667","54.552228","Lagmore Meadows","ASBO","DUNMURRY",NA
"2015-01","-5.693446","54.657192","Springhill Avenue","VISO","BANGOR","62,789"
"2015-01","-6.179055","54.706761","Abbeyfield Park","CDAR","ANTRIM","21,896"
"2015-01","-5.903241","54.596988","Tower Street","VISO","BELFAST","335,665"
"2015-02","-6.226574","54.723916","Coral Crescent","THPR","ANTRIM","21,896"
"2015-01","-5.924835","54.577701","Timbey Park","OTTH","BELFAST","335,665"
"2015-02","-5.960944","54.625496","Joanmount Gardens","DRUG","BELFAST","335,665"
"2015-01","-5.939272","54.257067","St. Pauls Close","ASBO",NA,NA
"2015-01","-7.650832","54.344108","Coleshill Road","ASBO","ENNISKILLEN","13,826"
"2015-02","-5.905993","54.679590","Abbeycroft Drive","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-6.328364","54.477413","North Circular Road","ASBO","BELFAST","335,665"
"2015-02","-5.965293","54.613134","Twaddell Avenue","ASBO","BELFAST","335,665"
"2015-01","-7.303179","55.031360","Earhart Park","ASBO","LONDONDERRY","87,269"
"2015-01","-6.339562","54.455007","Union Street","OTCR","COLERAINE","24,694"
"2015-01","-6.373381","54.446366","Drumgor Heights","DRUG","CRAIGAVON","17,213"
"2015-02","-6.105998","54.699289","Templeton Park","CDAR","TEMPLEPATRICK","1,518"
"2015-01","-5.974503","54.607852","Lyndhurst Gardens","CDAR","BELFAST","335,665"
"2015-01","-7.648518","54.352195","Derrin Park","CDAR","ENNISKILLEN","13,826"
"2015-01","-5.951492","54.256988","Burren Walk","VISO","CASTLEWELLAN","2,421"
"2015-02","-7.327805","54.998936","Creggan Street","CDAR","LONDONDERRY","87,269"
"2015-01","-6.949222","55.053071","Main Street","ASBO","BALLYMONEY","11,365"
"2015-01","-7.335188","55.027739","The Meadows","BURG","BROUGHSHANE","2,965"
"2015-02","-5.964590","54.612331","Woodvale Drive","ASBO","BELFAST","335,665"
"2015-01","-6.283648","54.338916","Thornheights","CDAR","BANBRIDGE","14,634"
"2015-01","-6.002388","54.578612","Ramoan Gardens","VECR","BELFAST","335,665"
"2015-01","-6.273283","54.871527","Devenagh Way","VISO","BALLYMENA","30,265"
"2015-02","-6.681830","55.131713","Spoutfields","VISO","COLERAINE","24,694"
"2015-02","-5.936415","54.691514","Woodford Road","CDAR","NEWTOWNABBEY","118,261"
"2015-01","-5.926404","54.583029","Palestine Street","CDAR","BELFAST","335,665"
"2015-01","-5.977077","54.572503","Stockmans Way","SHOP","BELFAST","335,665"
"2015-02","-5.954924","54.583767","Runnymede Drive","VISO","BELFAST","335,665"
"2015-01","-5.895212","54.589158","Wayland Street","ASBO","BELFAST","335,665"
"2015-02","-5.989982","54.571101","Riverdale Gardens","OTTH","BELFAST","335,665"
"2015-01","-5.867731","54.574417","Rosemount Park","CDAR","ARMAGH","175,621"
"2015-01","-5.706191","54.589693","Dromena Gardens","ASBO","NEWTOWNARDS","28,654"
"2015-02","-5.936270","54.690407","Forthill Grove","OTTH","NEWTOWNABBEY","118,261"
"2015-02","-5.925128","54.633980","Lowwood Park","VISO","BELFAST","335,665"
"2015-02","-5.925128","54.633980","Lowwood Park","VISO","BELFAST","335,665"
"2015-02","-5.832547","54.460397","Comber Street","VECR","SAINTFIELD","3,354"
"2015-01","-5.970072","54.552574","Malone Heights","OTTH","BELFAST","335,665"
"2015-01","-5.886052","54.589762","Dunraven Gardens","CDAR","BELFAST","335,665"
"2015-02","-7.309002","54.996504","Bonds Place","CDAR","LONDONDERRY","87,269"
"2015-02","-5.940605","54.600811","Fingals Court","OTTH","BELFAST","335,665"
"2015-02","-5.955540","54.577029","Great Northern Street","VECR","BELFAST","335,665"
"2015-01","-6.208407","54.618459","Camlin Park","ASBO","CRUMLIN","5,126"
"2015-02","-5.899607","54.595434","Lord Street","CDAR","BELFAST","335,665"
"2015-01","-5.918231","54.688292","Abbey Green","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-6.215687","54.737134","Argyll Street","ASBO","ANTRIM","21,896"
"2015-02","-6.368517","54.442311","Drumellan Court","OTTH","CRAIGAVON","17,213"
"2015-01","-6.449266","54.433151","Churchill Park","ASBO","PORTADOWN","22,611"
"2015-02","-5.920352","54.266770","Ballylough Road","ASBO","CASTLEWELLAN","2,421"
"2015-01","-6.282305","54.351224","Edenderry Park","BURG","BANBRIDGE","14,634"
"2015-01","-6.050510","54.508569","Manor Drive","VISO","LISBURN","121,654"
"2015-02","-6.017864","54.059456","Grahamville Estate","VISO","KILKEEL","69,258"
"2015-02","-6.744976","54.645884","Central Avenue","CDAR","PORTSTEWART","7,825"
"2015-02","-5.924398","54.584469","Agincourt Street","OTTH","BELFAST","335,665"
"2015-02","-7.330341","54.617056","Beltany Road","ASBO","OMAGH","21,325"
"2015-01","-6.676073","55.131830","Strand Road","ASBO","LONDONDERRY","87,269"
"2015-02","-6.033353","54.559694","Glenkeen","ASBO","RANDALSTOWN","5,127"
"2015-01","-6.015417","54.556229","The Park","ASBO","ARMOY","1,314"
"2015-02","-5.932781","54.587541","Botanic Avenue","VISO","BELFAST","335,665"
"2015-01","-5.956815","54.613656","Flax Street","ASBO","BELFAST","335,665"
"2015-01","-6.213913","54.708295","Greenvale Manor Gardens","OTCR","ANTRIM","21,896"
"2015-02","-6.398624","54.451330","Balteagh Road","SHOP","ARMAGH","175,621"
"2015-01","-6.217308","54.722136","Tiger Court","ASBO","ANTRIM","21,896"
"2015-01","-6.278575","54.861774","Queen Street","VISO","LONDONDERRY","87,269"
"2015-01","-5.683546","54.641063","Lord Warden'S Park","VISO","BANGOR","62,789"
"2015-01","-6.396386","54.444706","Carnreagh","BURG","HILLSBOROUGH","3,487"
"2015-01","-7.308576","54.996744","Bonds Street","ASBO","LONDONDERRY","87,269"
"2015-01","-6.299058","54.860984","Old Galgorm Road","BURG","BALLYMENA","30,265"
"2015-01","-5.796114","54.598049","Dunleady Park","ASBO","DUNDONALD","16,257"
"2015-01","-7.307629","54.599024","James Street","ASBO","COLERAINE","24,694"
"2015-02","-5.686382","54.596046","Bangor Road","OTTH","HOLYWOOD","12,657"
"2015-02","-5.934694","54.599272","Divis Street","VISO","BELFAST","335,665"
"2015-01","-6.457163","54.430934","Garvaghy Park","ASBO","PORTADOWN","22,611"
"2015-01","-7.289145","54.988431","Pelham Road","ASBO","LONDONDERRY","87,269"
"2015-02","-5.970622","54.567031","Upper Lisburn Road","VISO","BELFAST","335,665"
"2015-01","-5.820337","54.722394","The Birches","ASBO","CARRICKFERGUS","28,653"
"2015-01","-5.681192","54.595335","Edith Helen Road","CDAR","NEWTOWNARDS","28,654"
"2015-02","-7.661622","54.327770","Cleenish Park","OTTH","ENNISKILLEN","13,826"
"2015-01","-7.345924","55.011835","Oranmore Park","VISO","LONDONDERRY","87,269"
"2015-02","-5.899545","54.400184","Dromore Street","CDAR","BALLYNAHINCH","5,567"
"2015-02","-5.705590","54.579752","Shackleton Walk","VISO","NEWTOWNARDS","28,654"
"2015-02","-6.413640","54.357236","Ballymore Road","CDAR","TANDRAGEE","3,489"
"2015-02","-5.930747","54.602952","Royal Avenue","ASBO","BELFAST","335,665"
"2015-02","-6.278199","54.869126","Duke Street","BURG","BALLYMENA","30,265"
"2015-01","-6.474552","54.252264","Main Street","ASBO","BALLYMONEY","11,365"
"2015-02","-5.872153","54.595493","Kerrsland Parade","CDAR","BELFAST","335,665"
"2015-02","-7.321801","54.995453","The Diamond","SHOP","KILREA","2,732"
"2015-02","-5.913227","54.603864","Queens Road","ASBO","BELFAST","335,665"
"2015-02","-6.341752","54.176915","Monaghan Street","VISO","NEWRY","27,234"
"2015-01","-6.055057","54.506468","Manor Park","ASBO","BANGOR","62,789"
"2015-02","-6.275362","54.338151","Beechlands","VISO","BELFAST","335,665"
"2015-02","-5.936357","54.599121","Hamill Street","ASBO","BELFAST","335,665"
"2015-01","-7.345220","55.029141","Upper Galliagh Road","OTTH","LONDONDERRY","87,269"
"2015-02","-7.288157","55.002717","Kinsale Park","ASBO","LONDONDERRY","87,269"
"2015-02","-5.941305","54.614219","Cliftonpark Court","ASBO","BELFAST","335,665"
"2015-02","-5.902799","54.676588","Dillons Court","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-6.048732","54.511209","Bow Street","SHOP","LISBURN","121,654"
"2015-02","-6.351386","54.189994","Larchmount","SHOP",NA,NA
"2015-01","-6.657875","54.350470","Edward Street","ASBO","LURGAN","28,568"
"2015-01","-6.046498","54.522413","Lenamore Park","DRUG","NEWTOWNARDS","28,654"
"2015-02","-6.512919","55.069364","Union Street","VISO","COLERAINE","24,694"
"2015-01","-5.889146","54.547289","Laurelgrove Park","VISO","BELFAST","335,665"
"2015-01","-5.975712","54.675448","Sandyknowes Avenue","ASBO","NEWTOWNABBEY","118,261"
"2015-01","-5.687058","54.660502","Bryansburn Road Roundabout","ASBO",NA,NA
"2015-01","-5.947539","54.596805","Osman Street","ASBO","BELFAST","335,665"
"2015-02","-6.515086","55.072130","John Street","VISO","OMAGH","21,325"
"2015-02","-6.389650","54.452145","Lakelands","VISO","CRAIGAVON","17,213"
"2015-01","-5.537864","54.381476","Ballyphilip Road","ASBO","PORTAFERRY","2,514"
"2015-01","-6.064871","54.504298","Lissue Court","ASBO","LISBURN","121,654"
"2015-02","-5.617057","54.266060","Ashdale Gardens","OTTH","ARDGLASS","1,923"
"2015-01","-5.699740","54.578985","Blenheim Drive","CDAR","NEWTOWNARDS","28,654"
"2015-01","-5.688644","54.591902","Greenwell Street","VECR","NEWTOWNARDS","28,654"
"2015-01","-5.699039","54.594157","Regent Street","VISO","NEWTOWNARDS","28,654"
"2015-02","-5.922422","54.647860","Whitewell Crescent","ASBO","NEWTOWNABBEY","118,261"
"2015-02","-5.932232","54.623400","Ashfield Gardens","ASBO","BELFAST","335,665"
"2015-02","-6.454339","54.412615","Mahon Avenue","OTCR","PORTADOWN","22,611"
"2015-01","-5.992658","54.557255","Larkfield Avenue","OTTH","BELFAST","335,665"
"2015-02","-7.643201","54.348164","Queen Street","ASBO","LONDONDERRY","87,269"
"2015-01","-5.938036","54.625593","Salisbury Avenue","ASBO","BELFAST","335,665"
"2015-02","-5.931045","54.606524","Lancaster Street","CDAR","BELFAST","335,665"
"2015-01","-7.324848","54.993575","Bishop Street","ASBO","LONDONDERRY","87,269"
"2015-02","-5.939118","54.545087","Altnacreeva Avenue","VISO","BELFAST","335,665"
"2015-01","-5.950814","54.561477","Piney Hills","BURG","BELFAST","335,665"
"2015-02","-6.019213","54.564036","Stewartstown Road","ASBO","COALISLAND","5,789"
"2015-02","-5.936427","54.598350","College Place North","CDAR","BELFAST","335,665"
"2015-02","-5.882919","54.402733","Windmill Drive","ASBO","DUNGANNON","15,987"
"2015-02","-5.835730","54.640914","Hibernia Street","VISO","HOLYWOOD","12,657"
